case_id,primary_rd,secondary_rd
8332375,"BANCROFT WAY","SHATTUCK AVE"
8332397,"PIEDMONT AVE","HASTE ST"
8334738,"FOURTH ST","ADDISON ST"
8334742,"SIXTH ST","BANCROFT WAY"
8334942,"DURANT AVE","FULTON ST"
8339189,"PARKER ST","SAN PABLO AVE"
8361763,"HEINZ AVE","SAN PABLO AVE"
8361907,"TELEGRAPH AVE","DURANT AVE"
8361985,"SAN PABLO AVE","JONES ST"
8362181,"DWIGHT WAY","CALIFORNIA ST"
8362185,"DURANT AVE","PIEDMONT AVE"
8362193,"HOPKINS ST","SACRAMENTO ST"
8362197,"SHATTUCK AVE","ASHBY AVE"
8362237,"TELEGRAPH AVE","PARKER ST"
8371047,"TUNNEL RD","OAK RIDGE RD"
8371118,"ASHBY AVE","COLLEGE AVE"
8374825,"EIGHTH ST","GILMAN ST"
8374940,"UNIVERSITY AVE","BONITA ST"
8375488,"SACRAMENTO ST","UNIVERSITY AVE"
8375492,"SACRAMENTO ST","DELAWARE ST"
8375504,"ELLSWORTH ST","BANCROFT WAY"
8375520,"BLAKE ST","MCGEE AVE"
8375521,"ADDISON ST","MCGEE AVE"
8375525,"FOURTH ST","BANCROFT WAY"
8375570,"HOPKINS ST","BEVERLY PL"
8375590,"OXFORD ST","FRANK SCHLESSINGER WAY"
8375594,"RUSSELL ST","CALIFORNIA ST"
8375662,"DWIGHT WAY","DANA ST"
8375697,"MILVIA ST","BANCROFT WAY"
8375728,"COLLEGE AVE","COLLEGE AVE"
8375748,"ADELINE ST","MARTIN LUTHER KING JR WAY"
8375760,"CHANNING WAY","FULTON ST"
8376082,"SACRAMENTO ST","PARKER ST"
8377681,"TELEGRAPH AVE","PRINCE ST"
8377685,"WARRING ST","DWIGHT WAY"
8377689,"JOSEPHINE ST","HOPKINS ST"
8377697,"STUART ST","ADELINE ST"
8378990,"SHATTUCK AVE","ADDISON ST"
8378992,"SAN PABLO AVE","OREGON ST"
8379167,"SHATTUCK AVE","ADDISON ST"
8379907,"CEDAR ST","JUANITA WAY"
8383833,"DWIGHT WAY","SEVENTH ST"
8386323,"SAN PABLO AVE","UNIVERSITY AVE"
8386354,"SAN PABLO AVE","DWIGHT WAY"
8386394,"ASHBY AVE","BENVENUE AVE"
8387239,"ASHBY AVE","SAN PABLO AVE"
8387270,"SAN PABLO AVE","PARDEE ST"
8387271,"ASHBY AVE","PINE AVE"
8387274,"ASHBY AVE","MABEL ST"
8387275,"COLLEGE AVE","ASHBY AVE"
8387279,"HEARST AVE","SAN PABLO AVE"
8387606,"COLLEGE AVE","DWIGHT WAY"
8387614,"SEVENTH ST","DWIGHT WAY"
8387619,"SHATTUCK AVE","CHANNING WAY"
8387622,"MARTIN LUTHER KING JR WAY","UNIVERSITY AVE"
8387623,"FULTON ST","PARKER ST"
8387627,"MARTIN LUTHER KING JR WAY","CARLETON ST"
8387630,"WILDCAT CANYON RD","WILDCAT CANYON RD"
8387634,"DELAWARE ST","MARTIN LUTHER KING JR WAY"
8387635,"FOURTH ST","VIRGINIA ST"
8387643,"COLLEGE AVE","CHANNING WAY"
8387654,"MARIN AVE","EUCLID AVE"
8387658,"CEDAR ST","JUANITA WAY"
8387706,"SACRAMENTO ST","FAIRVIEW ST"
8395096,"ADDISON ST","MILVIA ST"
8398086,"TELEGRAPH AVE","OREGON ST"
8398090,"HEARST AVE","ACTON ST"
8398137,"BANCROFT WAY","COLLEGE AVE"
8398141,"MCGEE AVE","DERBY ST"
8398145,"TELEGRAPH AVE","DURANT AVE"
8398149,"ALLSTON WAY","SAN PABLO AVE"
8398153,"UNIVERSITY AVE","GRANT ST"
8398205,"DURANT AVE","DURANT AVE"
8398213,"SHATTUCK AVE","BERKELEY WAY"
8398221,"ALLSTON WAY","HAROLD WAY"
8398225,"DWIGHT WAY","CALIFORNIA ST"
8398233,"CHANNING WAY","DANA ST"
8399235,"TELEGRAPH AVE","OREGON ST"
8412829,"GILMAN ST","SIXTH ST"
8446807,"RUSSELL ST","MCGEE AVE"
8446881,"DURANT AVE","DANA ST"
8446889,"UNIVERSITY AVE","SHATTUCK AVE"
8446893,"ASHBY AVE","SHATTUCK AVE"
8446897,"EUCLID AVE","VIRGINIA ST"
8446899,"HOPKINS ST","MONTEREY AVE"
8446923,"VINE ST","ARCH ST"
8446927,"SHATTUCK AVE","CENTER ST"
8446931,"TELEGRAPH AVE","HASTE ST"
8446945,"HEARST AVE","SPRUCE ST"
8446961,"ASHBY AVE","SAN PABLO AVE"
8446963,"FOURTH ST","FOURTH ST"
8446964,"NINTH ST","UNIVERSITY AVE"
8446984,"ADELINE ST","WOOLSEY ST"
8446987,"TELEGRAPH AVE","DWIGHT WAY"
8446991,"SACRAMENTO ST","VIRGINIA ST"
8446996,"SOLANO AVE","VENTURA AVE"
8447011,"BONITA AVE","CEDAR ST"
8447020,"TELEGRAPH AVE","OREGON ST"
8447022,"COLUSA AVE","CAPISTRANO AVE"
8447026,"COLLEGE AVE","WEBSTER ST"
8447031,"CALIFORNIA ST","ALCATRAZ AVE"
8447034,"SHATTUCK AVE","BLAKE ST"
8447035,"DWIGHT WAY","ELLSWORTH ST"
8447039,"VIRGINIA ST","FRONTAGE RD"
8451858,"UNIVERSITY AVE","MILVIA ST"
8452276,"ADDISON ST","SAN PABLO AVE"
8452292,"ASHBY AVE","HILLEGASS AVE"
8469387,"SAN PABLO AVE","SAN PABLO AVE"
8469404,"MARTIN LUTHER KING JR WAY","ALLSTON WAY"
8469415,"UNIVERSITY AVE","CALIFORNIA ST"
8469416,"WALNUT ST","HEARST AVE"
8469548,"ASHBY AVE","ADELINE ST"
8469562,"REGENT ST","ASHBY AVE"
8473407,"SHATTUCK AVE","CHANNING WAY"
8473411,"BANCROFT WAY","BOWDITCH ST"
8473415,"TELEGRAPH AVE","CHANNING WAY"
8473419,"COLLEGE AVE","ASHBY AVE"
8473435,"MILVIA ST","CARLETON ST"
8475226,"ADDISON ST","BOLIVAR DR"
8475230,"UNIVERSITY AVE","BONITA ST"
8475649,"SIXTH ST","DELAWARE ST"
8475653,"SACRAMENTO ST","VIRGINIA ST"
8477922,"CHANNING WAY","MARTIN LUTHER KING JR WAY"
8477926,"MARTIN LUTHER KING JR WAY","BERKELEY WAY"
8477934,"UNIVERSITY AVE","SAN PABLO AVE"
8477942,"POSEN AVE","MONTEREY AVE"
8477950,"UNIVERSITY AVE","FIFTH ST"
8477970,"EUCLID AVE","CRYSTAL WAY"
8477974,"MARTIN LUTHER KING JR WAY","ADDISON ST"
8477999,"BANCROFT WAY","FULTON ST"
8482016,"ALCATRAZ AVE","CALIFORNIA ST"
8482178,"SAN PABLO AVE","UNIVERSITY AVE"
8482231,"FRONTAGE","UNIVERSITY AVE"
8482567,"PERALTA AVE","HOPKINS ST"
8482571,"COLLEGE AVE","ASHBY AVE"
8482579,"NINTH ST","DELAWARE ST"
8482583,"DURANT AVE","FULTON ST"
8482587,"ADELINE ST","WOOLSEY ST"
8482591,"ASHBY AVE","CALIFORNIA ST"
8482595,"NINTH ST","HEARST AVE"
8482611,"SACRAMENTO ST","FAIRVIEW ST"
8482615,"SHATTUCK AVE","KITTREDGE ST"
8482619,"BOWDITCH ST","DURANT AVE"
8482622,"VIRGINIA ST","SACRAMENTO ST"
8482623,"BROWNING ST","CHANNING WAY"
8482627,"SHATTUCK AVE","RUSSELL ST"
8482631,"CHANNING WAY","MARTIN LUTHER KING JR WAY"
8482635,"ALLSTON WAY","MILVIA ST"
8482650,"BANCROFT WAY","TELEGRAPH AVE"
8486174,"TUNNEL RD","CLAREMONT AVE"
8487147,"VIRGINIA ST","NINTH ST"
8487155,"PARKER ST","COLLEGE AVE"
8487163,"ASHBY AVE","HILLEGASS AVE"
8487171,"CHANNING WAY","MILVIA ST"
8487175,"ARLINGTON AVE","THOUSAND OAKS BLVD"
8494090,"TELEGRAPH AVE","PRINCE ST"
8496950,"SHATTUCK AVE","DURANT AVE"
8497298,"BANCROFT WAY","ELLSWORTH ST"
8501081,"DWIGHT WAY","CALIFORNIA ST"
8501109,"SAN PABLO AVE","SAN PABLO AVE"
8501209,"CURTIS ST","CEDAR ST"
8501213,"SACRAMENTO ST","OREGON ST"
8501221,"MABEL ST","RUSSELL ST"
8501225,"MARTIN LUTHER KING JR WAY","RUSSELL ST"
8501229,"CEDAR ST","CORNELL AVE"
8501233,"SHATTUCK AVE","ADDISON ST"
8501237,"MARTIN LUTHER KING JR WAY","DELAWARE ST"
8501241,"MILVIA ST","ADDISON ST"
8501250,"WALNUT ST","ROSE ST"
8501254,"DURANT AVE","TELEGRAPH AVE"
8501261,"WOOLSEY ST","ETON AVE"
8501262,"COLLEGE AVE","ASHBY AVE"
8501265,"SHATTUCK AVE","VIRGINIA ST"
8501266,"CHANNING WAY","MCKINLEY AVE"
8501269,"CHANNING WAY","COLLEGE AVE"
8501270,"DURANT AVE","MILVIA ST"
8501278,"ALCATRAZ AVE","KING ST"
8501410,"CEDAR ST","SCENIC AVE"
8501430,"TENTH ST","GILMAN ST"
8502804,"OXFORD ST","VIRGINIA ST"
8502808,"GILMAN ST","SAN PABLO AVE"
8502824,"ASHBY AVE","HARMON ST"
8504280,"TUNNEL RD","ALVARADO RD"
8506742,"ASHBY AVE","MABEL ST"
8506754,"DELAWARE ST","SAN PABLO AVE"
8506758,"SAN PABLO AVE","HEARST AVE"
8506766,"FULTON ST","ASHBY AVE"
8513132,"HEARST AVE","ACTON ST"
8513390,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
8513434,"PIEDMONT AVE","HASTE ST"
8535171,"ADELINE ST","WOOLSEY ST"
8535601,"WARD ST","CALIFORNIA ST"
8535613,"PARKER ST","TELEGRAPH AVE"
8535617,"ADELINE ST","ASHBY AVE"
8535625,"JOSEPHINE ST","CEDAR ST"
8535633,"CHANNING WAY","CHANNING WAY"
8535641,"SIXTH ST","HEARST AVE"
8535649,"UNIVERSITY AVE","CALIFORNIA ST"
8535657,"DURANT AVE","BOWDITCH ST"
8535661,"CHESTNUT ST","BERKELEY SQ"
8535665,"VIRGINIA ST","EIGHTH ST"
8538881,"DANA ST","HASTE ST"
8538885,"WEST ST","DELAWARE ST"
8538889,"SEVENTH ST","DWIGHT WAY"
8538893,"THE ALAMEDA","SAN LORENZO AVE"
8538897,"CEDAR ST","JUANITA WAY"
8538905,"BANCROFT WAY","ELLSWORTH ST"
8538909,"STUART ST","SHATTUCK AVE"
8539464,"ADELINE ST","HARMON ST"
8539515,"UNIVERSITY AVE","UNIVERSITY AVE"
8539687,"SHATTUCK AVE","BANCROFT WAY"
8539691,"UNIVERSITY AVE","MARTIN LUTHER KING JR WAY"
8539699,"SEVENTH ST","POTTER ST"
8540922,"MILVIA ST","ADDISON ST"
8542784,"FOURTH ST","HEARST AVE"
8543059,"DWIGHT WAY","GRANT ST"
8543063,"FRONTAGE RD","GILMAN ST"
8543067,"TELEGRAPH AVE","WEBSTER ST"
8543083,"UNIVERSITY AVE","FRONTAGE"
8543091,"BANCROFT WAY","BOWDITCH ST"
8543095,"HEARST AVE","SPRUCE ST"
8543099,"ADELINE ST","ESSEX ST"
8543107,"GILMAN ST","SIXTH ST"
8543115,"GRIZZLY PEAK BLVD","SHASTA RD"
8543119,"DWIGHT WAY","GRANT ST"
8543285,"ASHBY AVE","CLAREMONT AVE"
8543326,"ASHBY AVE","SHATTUCK AVE"
8544664,"BOLIVAR DR","ADDISON ST"
8544672,"MARTIN LUTHER KING JR WAY","ALLSTON WAY"
8544692,"SHATTUCK AVE","VIRGINIA ST"
8544716,"HEARST AVE","LE CONTE AVE"
8544744,"MARTIN LUTHER KING JR WAY","CARLETON ST"
8544752,"EUCLID AVE","CEDAR ST"
8544805,"SECOND ST","ADDISON ST"
8545572,"DWIGHT WAY","BOWDITCH ST"
8545576,"SACRAMENTO ST","RUSSELL ST"
8546056,"ASHBY AVE","SAN PABLO AVE"
8551850,"SAN PABLO AVE","HASKELL ST"
8551862,"SEVENTH ST","HEINZ AVE"
8552066,"SACRAMENTO ST","UNIVERSITY AVE"
8552263,"ADDISON ST","ACTON ST"
8552267,"UNIVERSITY AVE","ACTON ST"
8552279,"HOPKINS ST","MONTEREY AVE"
8552283,"SHATTUCK AVE","CANTER ST"
8552287,"UNIVERSITY AVE","MILVIA ST"
8552291,"GILMAN ST","NINTH ST"
8552299,"HEARST AVE","SPRUCE ST"
8552319,"CEDAR ST","BONITA AVE"
8552658,"FULTON ST","BANCROFT WAY"
8553724,"SOLANO AVE","PERALTA AVE"
8554028,"ASHBY AVE","MABEL ST"
8556643,"TELEGRAPH AVE","STUART ST"
8556647,"TELEGRAPH AVE","CARLETON ST"
8556651,"UNIVERSITY AVE","CURTIS ST"
8556655,"MARIN AVE","MONTEREY AVE"
8556718,"ASHBY AVE","COLLEGE AVE"
8557309,"ADELINE ST","OREGON ST"
8557313,"HARMON ST","ADELINE ST"
8557317,"TELEGRAPH AVE","PARKER ST"
8557325,"FRONTAGE","UNIVERSITY AVE"
8557337,"ROSE ST","HENRY ST"
8557349,"ASHBY AVE","NEWBURY ST"
8574650,"BANCROFT WAY","SHATTUCK AVE"
8574718,"CEDAR ST","JUANITA WAY"
8574803,"SAN PABLO AVE","FOLGER AVE"
8595449,"EUCLID AVE","RIDGE RD"
8595461,"MARTIN LUTHER KING JR WAY","ADELINE ST"
8595473,"MILVIA ST","DWIGHT WAY"
8595485,"ADELINE ST","RUSSELL ST"
8595489,"VIRGINIA ST","SHATTUCK AVE"
8595493,"MILVIA ST","VINE ST"
8595497,"HEARST AVE","HEARST AVE"
8595505,"TENTH ST","DWIGHT WAY"
8595513,"HOPKINS ST","CURTIS ST"
8595517,"SEVENTH ST","PARKER ST"
8597391,"DWIGHT WAY","SAN PABLO AVE"
8597407,"CHANNING WAY","TELEGRAPH AVE"
8597747,"SIXTH ST","ADDISON ST"
8599454,"SHATTUCK AVE","VIRGINIA ST"
8599519,"CEDAR ST","MILVIA ST"
8610774,"MILVIA ST","CENTER ST"
8611770,"SOLANO AVE","FRESNO AV"
8611802,"BANCROFT WAY","FULTON ST"
8611806,"MILVIA ST","WARD ST"
8611818,"TELEGRAPH AVE","DERBY ST"
8611834,"TELEGRAPH AVE","CARLETON ST"
8611844,"SHATTUCK AVE","RUSSELL ST"
8611848,"BANCROFT WAY","BOWDITCH ST"
8611902,"UNIVERSITY AVE","CURTIS ST"
8614390,"UNIVERSITY AVE","FIFTH ST"
8614477,"LA LOMA AVE","BUENA VISTA WAY"
8614756,"CENTER ST","SHATTUCK AVE"
8614760,"SEVENTH ST","ALLSTON WAY"
8614764,"MARTIN LUTHER KING JR WAY","VINE ST"
8614768,"ADELINE ST","HARMON ST"
8614772,"RUSSELL ST","COLLEGE AVE"
8614977,"CONTRA COSTA AVE","NORTHGATE AVE"
8615767,"HEARST AVE","SAN PABLO AVE"
8615771,"SAN PABLO AVE","CHAUCER ST"
8615775,"UNIVERSITY AVE","SHATTUCK AVE"
8615914,"ASHBY AVE","MARTIN LUTHER KING JR WAY"
8615923,"PRINCE ST","DEAKIN ST"
8615939,"SHATTUCK AVE","ASHBY AVE"
8615943,"COLLEGE AVE","ALCATRAZ AVE"
8615998,"ASHBY AVE","MARTIN LUTHER KING JR WAY"
8639425,"SAN PABLO AVE","ALLSTON WAY"
8641013,"GRANT ST","UNIVERSITY AVE"
8641014,"OXFORD ST","CEDAR ST"
8641017,"ALLSTON WAY","SHATTUCK AVE"
8641034,"ROSE ST","MARTIN LUTHER KING JR WAY"
8641049,"MILVIA ST","HASTE ST"
8641057,"OXFORD ST","HEARST AVE"
8641068,"HEARST AVE","FOURTH ST"
8641077,"CALIFORNIA ST","ADDISON ST"
8641081,"CHANNING WAY","MARTIN LUTHER KING JR WAY"
8641089,"OXFORD ST","HEARST AVE"
8641111,"ACTON ST","ADDISON ST"
8641119,"LINCOLN ST","MILVIA ST"
8642647,"DANA ST","HASTE ST"
8643124,"MARTIN LUTHER KING JR WAY","BLAKE ST"
8643131,"MARTIN LUTHER KING JR WAY","ADELINE ST"
8643139,"DERBY ST","CALIFORNIA ST"
8643143,"PIEDMONT AVE","CHANNING WAY"
8643147,"CHANNING WAY","COLLEGE AVE"
8643148,"CHANNING WAY","EDWARDS ST"
8643151,"SACRAMENTO ST","VIRGINIA ST"
8643175,"MARTIN LUTHER KING JR WAY","ALLSTON WAY"
8643179,"SHATTUCK AVE","DWIGHT WAY"
8643183,"UNIVERSITY AVE","SHATTUCK AVE"
8643191,"RUSSELL ST","DOMINGO AVE"
8643195,"MCGEE AVE","BANCROFT WAY"
8643282,"SHATTUCK AVE","WARD ST"
8645674,"OXFORD ST","UNIVERSITY AVE"
8646555,"DURANT AVE","TELEGRAPH AVE"
8646595,"COLLEGE AVE","FOREST AVE"
8646757,"CHANNING WAY","GRANT ST"
8646761,"TELEGRAPH AVE","STUART ST"
8647467,"WEBSTER ST","BENVENUE AVE"
8648338,"THE ALAMEDA","MARIN AVE"
8648806,"ASHBY AVE","SAN PABLO AVE"
8648810,"SAN PABLO AVE","CEDAR ST"
8648818,"ASHBY AVE","CALIFORNIA ST"
8648826,"ASHBY AVE","HILLEGASS AVE"
8648834,"COLLEGE AVE","ASHBY AVE"
8652047,"TELEGRAPH AVE","ASHBY AVE"
8665049,"ALVARADO RD","TUNNEL RD"
8665050,"COLLEGE AVE","WEBSTER ST"
8665054,"SAN PABLO AVE","CAMELIA ST"
8679342,"MILVIA ST","HASTE ST"
8689044,"HILLEGASS AVE","ASHBY AVE"
8689052,"UNIVERSITY AVE","OXFORD ST"
8689056,"ASHBY AVE","CALIFORNIA ST"
8689064,"ASHBY AVE","LORINA ST"
8689763,"THE ALAMEDA","NAPA AVE"
8689768,"FRONTAGE","VIRGINIA ST"
8689772,"DWIGHT WAY","BYRON ST"
8689776,"CHANNING WAY","DANA ST"
8689779,"SAN PABLO AVE","UNIVERSITY AVE"
8689783,"STUART ST","SHATTUCK AVE"
8689788,"FULTON ST","CARLETON ST"
8689791,"HASTE ST","SHATTUCK AVE"
8689792,"BENVENUE AVE","DERBY ST"
8689800,"MCGEE AVE","ALLSTON WAY"
8689803,"ALCATRAZ AVE","DOVER ST"
8689804,"ALCATRAZ AVE","COLLEGE AVE"
8689812,"CHANNING WAY","WARRING ST"
8689819,"MARTIN LUTHER KING JR WAY","CHANNING WAY"
8689831,"HEARST AVE","SIXTH ST"
8689835,"ALLSTON WAY","HAROLD WAY"
8689836,"GRANT ST","OREGON ST"
8689839,"ALCATRAZ AVE","COLLEGE AVE"
8689840,"ADDISON ST","MILVIA ST"
8690173,"COLLEGE AVE","ALCATRAZ AVE"
8693331,"HEARST AVE","MARTIN LUTHER KING JR WAY"
8693347,"EUCLID AVE","CRYSTAL WAY"
8694158,"OREGON ST","MILVIA ST"
8697397,"ROOSEVELT AVE","BANCROFT WAY"
8698180,"GILMAN ST","GILMAN ST"
8698199,"COLLEGE AVE","ALCATRAZ AVE"
8698227,"SIXTH ST","ADDISON ST"
8698491,"WILDCAT CANYON RD","WOODMONT AVE"
8698499,"SACRAMENTO ST","DELAWARE ST"
8698511,"ALLSTON WAY","CALIFORNIA ST"
8698515,"GILMAN ST","TENTH ST"
8698523,"SHATTUCK AVE","PARKER ST"
8698535,"TELEGRAPH AVE","DWIGHT WAY"
8698539,"GILMAN ST","TALBOT AVE"
8700801,"ASHBY AVE","TELEGRAPH AVE"
8700805,"SAN PABLO AVE","BANCROFT WAY"
8705133,"HEARST AVE","SHATTUCK AVE"
8705137,"DURANT AVE","DANA ST"
8705145,"CHANNING WAY","ELLSWORTH ST"
8705161,"CHANNING WAY","ATHERTON ST"
8705165,"UNIVERSITY AVE","NINTH ST"
8705173,"UNIVERSITY AVE","WEST ST"
8705185,"TELEGRAPH AVE","PRINCE ST"
8708088,"ATHERTON ST","HASTE ST"
8709605,"EUCLID AVE","LE CONTE AVE"
8709649,"MILVIA ST","WARD ST"
8709653,"SACRAMENTO ST","JULIA ST"
8729123,"CEDAR ST","MARTIN LUTHER KING JR WAY"
8729147,"PRINCE ST","MARTIN LUTHER KING JR WAY"
8729151,"PARKER ST","SHATTUCK AVE"
8729171,"UNIVERSITY AVE","MILVIA ST"
8729187,"SIXTH ST","JONES ST"
8729195,"CHANNING WAY","MCGEE AVE"
8729286,"AVALON AVE","OAK KNOLL TER"
8730430,"LOS ANGELES AVE","MARIN CIR"
8731560,"THE ALAMEDA","MARIN AVE"
8731841,"SHATTUCK AVE","SHATTUCK AVE"
8731921,"DELAWARE ST","TENTH ST"
8731987,"63RD ST","CALIFORNIA ST"
8731992,"CHANNING WAY","CHANNING WAY"
8731999,"CURTIS ST","UNIVERSITY AVE"
8734004,"OREGON ST","SHATTUCK AVE"
8734016,"ADDISON ST","GRANT ST"
8734883,"SHATTUCK AVE","CEDAR ST"
8734887,"THE ALAMEDA","HOPKINS ST"
8734895,"OXFORD ST","HEARST AVE"
8734899,"BLAKE ST","TELEGRAPH AVE"
8734907,"DERBY ST","REGENT ST"
8734923,"DANA ST","HASTE ST"
8734927,"COLLEGE AVE","ASHBY AVE"
8734943,"KITTREDGE ST","OXFORD ST"
8734966,"HEARST AVE","SHATTUCK AVE"
8734974,"SPAULDING AVE","ALLSTON WAY"
8734994,"MILVIA ST","DERBY ST"
8734998,"COLLEGE AVE","DWIGHT WAY"
8735006,"FULTON ST","CHANNING WAY"
8735010,"CEDAR ST","JUANITA WAY"
8735014,"SHATTUCK AVE","UNIVERSITY AVE"
8735021,"COLUSA AVE","SAN PEDRO AVE"
8735633,"TELEGRAPH AVE","WEBSTER ST"
8737043,"ASHBY AVE","SAN PABLO AVE"
8737094,"SAN PABLO AVE","PARKER ST"
8737098,"TELEGRAPH AVE","ASHBY AVE"
8737114,"ALLSTON WAY","SAN PABLO AVE"
8737203,"ASHBY AVE","REGENT ST"
8738745,"CHANNING WAY","SAN PABLO AVE"
8742585,"TELEGRAPH AVE","OREGON ST"
8742589,"TELEGRAPH AVE","BLAKE ST"
8742755,"HEARST AVE","EUCLID AVE"
8742759,"HASTE ST","COLLEGE AVE"
8742970,"CHANNING WAY","COLLEGE AVE"
8742975,"LOS ANGELES AVE","MARIN CIR"
8742979,"HILLEGASS AVE","WOOLSEY ST"
8742982,"NINTH ST","ALLSTON WAY"
8742983,"CENTER ST","OXFORD ST"
8742991,"COLLEGE AVE","ASHBY AVE"
8743003,"SPRUCE ST","MARIN AVE"
8743019,"HEARST AVE","EUCLID AVE"
8743023,"COLLEGE AVE","RUSSELL ST"
8743031,"UNIVERSITY AVE","SAN PABLO AVE"
8743035,"GRANT ST","CHANNING WAY"
8747250,"BANCROFT WAY","BOWDITCH ST"
8749447,"MARTIN LUTHER KING JR WAY","ASHBY AVE"
8749463,"ASHBY AVE","BENVENUE AVE"
8749467,"ASHBY AVE","COLLEGE AVE"
8749471,"ASHBY AVE","DEAKIN ST"
8749480,"ASHBY AVE","KING ST"
8749518,"ASHBY AVE","SHATTUCK AVE"
8774755,"CENTER ST","SHATTUCK AVE"
8775038,"SHATTUCK AVE","VINE ST"
8775394,"BANCROFT WAY","BOWDITCH ST"
8775398,"SHATTUCK AVE","HEARST AVE"
8775402,"SHATTUCK AVE","CEDAR ST"
8775406,"CHANNING WAY","TELEGRAPH AVE"
8775410,"SIXTH ST","PAGE ST"
8775430,"CHANNING WAY","ELLSWORTH ST"
8775434,"PIEDMONT AVE","DURANT AVE"
8775612,"ADA ST","SACRAMENTO ST"
8775620,"SHATTUCK AVE","PARKER ST"
8775636,"HEARST AVE","ACTON ST"
8775640,"TELEGRAPH AVE","PARKER ST"
8775646,"TENTH ST","GILMAN ST"
8775648,"NINTH ST","UNIVERSITY AVE"
8775656,"ADELINE ST","OREGON ST"
8775682,"SUTTER ST","EUNICE ST"
8775686,"ROSE ST","SPRUCE ST"
8775687,"BANCROFT WAY","BOWDITCH ST"
8775690,"CLAREMONT AVE","RUSSELL ST"
8775691,"POSEN AVE","MONTEREY AVE"
8775694,"VIRGINIA ST","SHATTUCK AVE"
8775695,"CHANNING WAY","SHATTUCK AVE"
8775702,"BANCROFT WAY","CALIFORNIA ST"
8775703,"ADDISON ST","NINTH ST"
8775710,"ESSEX ST","TREMONT ST"
8775714,"ROSE ST","CARLOTTA AVE"
8775722,"PIEDMONT AVE","DWIGHT WAY"
8775726,"COLUSA AVE","SOLANO AVE"
8775728,"ALLSTON WAY","SAN PABLO AVE"
8775730,"RUSSELL ST","ADELINE ST"
8775731,"COLLEGE AVE","WEBSTER ST"
8775735,"DELAWARE ST","CHESTNUT ST"
8775738,"CHANNING WAY","PIEDMONT AVE"
8775739,"BANCROFT WAY","DANA ST"
8775743,"BANCROFT WAY","ELLSWORTH ST"
8775747,"GAYLEY RD","HEARST AVE"
8775751,"EIGHTH ST","CEDAR ST"
8775755,"ADELINE ST","ASHBY AVE"
8775758,"HEARST AVE","BONITA AVE"
8775759,"TELEGRAPH AVE","BANCROFT WAY"
8775772,"GILMAN ST","PERALTA AVE"
8779549,"BAY ST","I-580"
8779569,"MARTIN LUTHER KING JR WAY","BLAKE ST"
8779605,"HEARST AVE","GRANT ST"
8782270,"ADDISON ST","MARTIN LUTHER KING JR WAY"
8782282,"ADDISON ST","MARTIN LUTHER KING JR WAY"
8782290,"SIXTH ST","HARRISON ST"
8782330,"MILVIA ST","WARD ST"
8787039,"ADELINE ST","62ND ST"
8791405,"DELAWARE ST","ACTON ST"
8794188,"TUNNEL RD","ALVARADO RD"
8807295,"SHATTUCK AVE","BANCROFT WAY"
8807324,"UNIVERSITY AVE","ACTON ST"
8807345,"SACRAMENTO ST","RUSSELL ST"
8807352,"ADDISON ST","MARTIN LUTHER KING JR WAY"
8807353,"UNIVERSITY AVE","SEVENTH ST"
8807356,"SACRAMENTO ST","LINCOLN ST"
8809387,"ADDISON ST","MILVIA ST"
8809391,"FOURTH ST","FOURTH ST"
8811106,"SPRUCE ST","EUNICE ST"
8811110,"DERBY ST","MILVIA ST"
8811282,"UNIVERSITY AVE","BERKELEY SQ"
8811283,"ADDISON ST","GRANT ST"
8811287,"DURANT AVE","COLLEGE AVE"
8811291,"HILLEGASS AVE","DERBY ST"
8811294,"WARD ST","MILVIA ST"
8811295,"MARTIN LUTHER KING JR WAY","VIRGINIA ST"
8811322,"ARLINGTON AVE","THOUSAND OAKS BLVD"
8811326,"SHATTUCK AVE","OREGON ST"
8811330,"SIXTH ST","ALLSTON WAY"
8811334,"FULTON ST","DWIGHT WAY"
8811346,"SACRAMENTO ST","VIRGINIA ST"
8811350,"ADELINE ST","STUART ST"
8811354,"TELEGRAPH AVE","ASHBY AVE"
8811707,"MILVIA ST","KITTREDGE ST"
8822196,"SAN PABLO AVE","CHANNING WAY"
8822354,"ASHBY AVE","DEAKIN ST"
8823748,"ALLSTON WAY","MILVIA ST"
8826524,"ASHBY AVE","SACRAMENTO ST"
8826528,"MARTIN LUTHER KING JR WAY","ASHBY AVE"
8826536,"SAN PABLO AVE","DWIGHT WAY"
8826560,"ASHBY AVE","KING ST"
8826569,"SAN PABLO AVE","ASHBY AVE"
8829791,"BLAKE ST","MILVIA ST"
8830122,"DELAWARE ST","SACRAMENTO ST"
8831755,"NINTH ST","ADDISON ST"
8833041,"ADELINE ST","ALCATRAZ AVE"
8833045,"DANA ST","PARKER ST"
8833053,"BANCROFT WAY","FULTON ST"
8833061,"BANCROFT WAY","ELLSWORTH ST"
8833069,"ADDISON ST","GRANT ST"
8833073,"CALIFORNIA ST","FRANCISCO ST"
8833089,"ROSE ST","BONITA AVE"
8833207,"UNIVERSITY AVE","CALIFORNIA ST"
8833223,"SACRAMENTO ST","CHANNING WAY"
8833235,"BANCROFT WAY","FOURTH ST"
8833247,"ASHBY AVE","COLLEGE AVE"
8835202,"MILVIA ST","CHANNING WAY"
